case_title,case_number,section,entity_text,entity_label
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,background_information,vendor 2 employee,Position
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,background_information,vendor 2 manager,Position
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,background_information,vendor 2 director,Position
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,itf,Organization
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,procurement officer 1,Job Title
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,finance officer,Job Title
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,vendor 2,Entity
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,pristina airport official,Job Title
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,vendor 1,Entity
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,bid evaluation committee,Committee
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,committee member,Job Title
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,recommendations,unmik,Organization
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,recommendations,department of justice,Organization
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,recommendations,financial investigation unit,Organization
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,recommendations,pristina airport,Location
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,28 february 2003,DATE
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,pristina international airport,LOCATION
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,chartered accountants,ORGANIZATION
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,cabin cleaning machine,PRODUCT
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,company,ORGANIZATION
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,tender,EVENT
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Pristina Airport,Location
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,"€ 180,816.00",Monetary
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,18 April 2003,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,6 June 2003,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,30 June 2003,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,9 July 2003,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,ITF,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,United Nations,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,2002,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,1966,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Vendor 1,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Vendor 2,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,KTA Divisional Manager,Person
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Engineer Pristina Airport,Person
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Procurement Officer 1,Person
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Procurement Officer 2,Person
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Evaluation Committee,Group
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Technical Specification,Document
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Tender,Document
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Brochure,Document
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,UNMIK,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Kosovo,Location
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,12 December 1999,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,1999/24,Regulation
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,22 March 1989,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,United Nations,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,1999/2,Regulation
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Article 4,Legal Reference
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Article 15,Legal Reference
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Staff Rule 110.1,Legal Reference
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Staff Regulation 10.2,Legal Reference
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,methodology,2003/16,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,methodology,Pristina,Location
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,methodology,Pillar IV,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Pristina International Airport,Location
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Yugoslavian,Nationality
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Kosovo Force (KFOR),Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,United Nations Security Council,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,UNMIK,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Kosovo,Location
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Pillar II,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Department of Transport Infrastructure (DOTI),Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,United Nations,Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Kosovo Trust Agency (KTA),Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Air Traffic Control Services (ATCS),Organization
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,1 April 2004,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,10 June 1999,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,25 July 1999,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,30 September 2001,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,1 July 2002,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,2001,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,2003,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,End June 2002,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,31 July 2000,Date
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,conclusions,Kosovo,Location
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,conclusions,1999/2,Regulation
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,conclusions,article 15.1,Regulation
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,28 February 2003,DATE
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,Pristina International Airport,ORG
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,Chartered Accountants,ORG
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,€ 3,MONEY
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,€ 792,MONEY
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,"€ 1,188",MONEY
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,10 January 2003,DATE
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Pristina Airport,Location
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,"€ 157,060",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,"€ 24,997",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,6 December 2002,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,27 November 2002,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Peja,Location
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,"€ 80,198",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,"€ 86,850",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,27 November 2002,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,6 December 2002,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,10 January 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,6 December 2002,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,6 December 2004,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,14 January 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,13 January 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,3 April 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,11 April 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,12 April 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,18 April 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,"€ 39,541.00",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,"€ 25,000",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,ITF,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Case 0377/04,Case
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,€ 792,Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,"€ 1,188",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,4 July 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,5 August 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,€ 1250,Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Vendor 3,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Vendor 1,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Vendor 2,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,PEAP,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Divisional Manager,Title
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Procurement Officer,Title
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Secretary 1,Title
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Secretary 2,Title
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Security Official,Title
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Administrative Maintenance Personnel,Title
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,UNMIK,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,Kosovo,Location
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,12 December 1999,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,1999/24,Regulation
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,22 March 1989,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,UN,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,EURO,Currency
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,DM,Currency
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,United Nations,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,International Civil Servant,Role
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,methodology,Pristina,Location
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,methodology,2003/16,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,methodology,ITF,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,methodology,Pillar IV,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,Pristina International Airport,Location
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,Yugoslavian,Nationality
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,Kosovo Force (KFOR),Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,United Nations Security Council,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,UNMIK,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,Kosovo,Location
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,Department of Transport Infrastructure (DOTI),Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,Kosovo Trust Agency (KTA),Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,International Civil Aviation Organization (ICAO),Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,2001,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,10 June 1999,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,25 July 1999,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,30 September 2001,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,1 July 2002,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,1 April 2004,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,vendor 3,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,vendor 1,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,vendor 2,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,"€ 157,060",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,"€ 80,198",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,"€ 86,850",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,6 december 2002,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,13 january 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,10 january 2003,Date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,"€ 24,997",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,"€ 25,000",Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,€ 1188,Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,€ 792,Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,€ 1250,Monetary
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,unmik,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,kosovo,Location
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,1999/2,Regulation
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,recommendations,unmik,Organization
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,recommendations,pillar iv,Concept
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,recommendations,iv04/275/01,Document Identifier
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,recommendations,iv04/275/02,Document Identifier
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,introduction,Pristina International Airport,ORG
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,introduction,28 February 2003,DATE
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,introduction,UNMIK,ORG
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,introduction,1999/2,REGULATION
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,Pristina Airport,Location
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,Kosovo,Location
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,UNMIK,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,PEAP,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,Doti,Person
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,CPE,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,ITF,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,October 2001,Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,"January 31, 2001",Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,"April 5, 2001",Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,"September 11, 2001",Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,"August 2, 2001",Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,"June 27, 2001",Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,"October 17, 2001",Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,"September 18, 2003",Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,"August 25, 2002",Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,applicable_laws_and_procedural_rules,UNMIK,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,applicable_laws_and_procedural_rules,Kosovo,Location
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,applicable_laws_and_procedural_rules,12 December 1999,Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,applicable_laws_and_procedural_rules,22 March 1989,Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,applicable_laws_and_procedural_rules,United Nations,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,methodology,2003/16,Date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,methodology,Pristina,Location
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,methodology,Pillar IV,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Pristina International Airport,Location
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Yugoslavian,Nationality
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Kosovo Force (KFOR),Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,United Nations Security Council,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,UNMIK,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Kosovo,Location
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Department of Transport Infrastructure (Doti),Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Civil Administration Pillar II,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Kosovo Trust Agency (KTA),Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Air Traffic Control Services (ATCS),Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,United Nations,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Pillar IV,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,conclusions,UNMIK,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,conclusions,Kosovo,Location
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,conclusions,Doti Official 2,Person
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,conclusions,Doti Official 1,Person
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,conclusions,Tender Evaluation Committee,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,conclusions,Channel Office,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,recommendations,unmik,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,recommendations,legal advice,Service
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,recommendations,public procurement regulation,Regulation
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,recommendations,dpko,Organization
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,recommendations,doti,Official
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,recommendations,monuc,Organization
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,introduction,vendor 1,Organization
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,introduction,vendor 2,Organization
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,investigation_details,vendor 2,Organization
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,investigation_details,airport,Location
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,investigation_details,17 October 2002,Date
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,investigation_details,9 September 2004,Date
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,investigation_details,peap,Organization
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,applicable_laws_and_procedural_rules,1999/2,Date
