case_title,case_number,section,source,target,relationship
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,methodology,vendor 1,airport,vendor 1 was awarded a contract to supply uniforms for the airport
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,methodology,vendor 2,airport,vendor 2 was involved in the bidding process for the airport's uniform supply
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,methodology,vendor 3,airport,vendor 3 was part of the competitive tender for the airport's uniform supply
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,background_information,procurement officer 1,vendor 2,allegedly accepted bribe from
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,background_information,finance officer,vendor 2,allegedly accepted bribe from
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,background_information,vendor 2 employee,vendor 2 manager,attended meeting with
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,background_information,vendor 2 manager,vendor 2 director,reported to
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,background_information,vendor 1 manager,vendor 2,rumored to have knowledge of
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,procurement officer 1,vendor 2,allegation of accepting bribe
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,finance officer,procurement officer 1,participation in committee nomination
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,procurement officer 1,pristina airport official,favouring vendor 2 in tender process
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,conclusions,bid evaluation committee,committee member,membership in committee
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,recommendations,unmik,department of justice,provides report to assist investigation
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,recommendations,department of justice,financial investigation unit,collaborates in investigation
Investigation into Allegations of Bribery and Favouritism in Procurement of Uniforms by Pristina Airport,ITF Case No. 0462/04,recommendations,financial investigation unit,pristina airport,investigates alleged payments related to
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,28 february 2003,pristina international airport,audit report date related to financial statement
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,chartered accountants,pristina international airport,lead investigation concerning alleged corruption
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,cabin cleaning machine,company,product submitted in bid for tender
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,introduction,tender,company,company submitted bid for tender
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Pristina Airport,Vendor 1,Vendor 1 assists in drawing technical specifications for cleaning machine
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Pristina Airport,Vendor 2,Vendor 2 is chosen by the evaluation committee for the second tender
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,ITF,Evaluation Committee,ITF raises doubts about the tender process
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,KTA Divisional Manager,Engineer Pristina Airport,KTA Divisional Manager confirms assistance in drawing technical specifications
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,investigation_details,Procurement Officer 1,Procurement Officer 2,Procurement Officer 1 publishes the tender for Procurement Officer 2
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,UNMIK,Kosovo,administers
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,United Nations,UNMIK,established
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,1999/24,Kosovo,regulation applicable to
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,1999/2,Kosovo,regulation applicable to
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Article 4,UNMIK,provides guidelines for
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Article 15,UNMIK,provides guidelines for
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Staff Rule 110.1,United Nations,outlines conduct expectations for
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,applicable_laws_and_procedural_rules,Staff Regulation 10.2,United Nations,outlines disciplinary measures for
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,methodology,2003/16,Pillar IV,establishment of investigation task force
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,methodology,Pristina,Pillar IV,location of investigation
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Pristina International Airport,Kosovo Force (KFOR),operational cooperation under United Nations Security Council resolution 1244
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Kosovo,United Nations Security Council,administration of territory under resolution 1244
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,UNMIK,Department of Transport Infrastructure (DOTI),supervision of airport operations
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Kosovo Trust Agency (KTA),Pristina International Airport,administration responsibility transfer
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,background_information,Air Traffic Control Services (ATCS),Pristina International Airport,operational oversight
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,conclusions,Kosovo,1999/2,governed by
Investigation into allegations of irregularities in two tender processes for the supply of cleaning machines to Pristina Airport,Case 0280/04,conclusions,article 15.1,1999/2,part of
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,28 February 2003,Pristina International Airport,audit report date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,10 January 2003,Pristina International Airport,contract sign date
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,€ 3,Pristina International Airport,value contract limit
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,€ 792,Pristina International Airport,purchase support document justification
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,introduction,"€ 1,188",Pristina International Airport,purchase support document justification
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Vendor 3,Pristina Airport,awarded contract to supply uniform for administrative maintenance personnel for winter season
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Vendor 3,Pristina Airport,awarded contract to supply summer uniform
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,Vendor 1,Peja,manufacturer of uniform offered by Vendor 1
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,investigation_details,ITF,Case 0377/04,involved in investigation related to procurement issues at Pristina Airport
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,UNMIK,Kosovo,administers
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,UN,UNMIK,established
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,United Nations,UN,is a parent organization of
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,Kosovo,12 December 1999,date of regulation implementation
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,1999/24,Kosovo,regulation applicable to
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,applicable_laws_and_procedural_rules,International Civil Servant,United Nations,serves under
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,methodology,ITF,Pillar IV,collaborates in the investigation task force
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,methodology,Pristina,Pillar IV,location of the administration involved in the inquiry
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,methodology,2003/16,ITF,executive decision establishing the investigation task force
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,Pristina International Airport,Kosovo Force (KFOR),operational cooperation
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,United Nations Security Council,UNMIK,mandate to administer territory
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,Department of Transport Infrastructure (DOTI),Pristina International Airport,responsibility for airport operations
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,Kosovo Trust Agency (KTA),Pristina International Airport,administration responsibility transfer
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,background_information,International Civil Aviation Organization (ICAO),Pristina International Airport,regulatory oversight
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,vendor 3,vendor 1,"vendor 3 submitted a bid of € 157,060 while vendor 1 submitted a lower bid of € 80,198"
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,vendor 3,vendor 2,"vendor 3 submitted a bid of € 157,060 while vendor 2 submitted a bid of € 86,850"
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,vendor 1,vendor 2,vendor 1 produced low quality uniforms compared to vendor 2
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,vendor 3,unmik,vendor 3's bid was evaluated by the evaluation committee of unmik
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,unmik,kosovo,unmik operates within the location of kosovo
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,conclusions,vendor 3,vendor 3,"vendor 3's offer for summer uniform was € 24,997, which is below the competitive shopping limit of € 25,000"
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,recommendations,unmik,pillar iv,recommends appropriate action
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,recommendations,unmik,iv04/275/01,refers to finding report
Irregularities in the procurement and contract award for Winter and Summer Uniforms at Pristina Airport,0275/04,recommendations,unmik,iv04/275/02,refers to contract execution
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,introduction,Pristina International Airport,28 February 2003,audit report date
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,introduction,Pristina International Airport,UNMIK,subject to finance regulation
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,introduction,UNMIK,1999/2,finance regulation reference
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,Pristina Airport,Kosovo,located in
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,UNMIK,Kosovo,operates in
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,PEAP,UNMIK,collaborates with
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,CPE,UNMIK,provides procurement support to
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,Doti,CPE,works with
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,investigation_details,ITF,PEAP,coordinates with
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,applicable_laws_and_procedural_rules,UNMIK,Kosovo,governing body of
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,applicable_laws_and_procedural_rules,United Nations,UNMIK,established
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,applicable_laws_and_procedural_rules,Kosovo,12 December 1999,date of regulation
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,applicable_laws_and_procedural_rules,Kosovo,22 March 1989,date of applicable law
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,methodology,2003/16,Pillar IV,establishment of investigation task force
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,methodology,Pristina,Pillar IV,location of investigation
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Pristina International Airport,Kosovo Force (KFOR),operates in cooperation with
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,United Nations Security Council,UNMIK,mandates administration of
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,UNMIK,Civil Administration Pillar II,entrusts administration to
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Civil Administration Pillar II,Department of Transport Infrastructure (Doti),supervises
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Department of Transport Infrastructure (Doti),Kosovo Trust Agency (KTA),transfers responsibility to
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Kosovo Trust Agency (KTA),Pillar IV,is part of
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,background_information,Air Traffic Control Services (ATCS),Pristina International Airport,manages operations at
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,conclusions,Doti Official 2,Doti Official 1,primarily responsible for shortcomings in the tender document
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,conclusions,Tender Evaluation Committee,Doti Official 2,conflict with regulations regarding bid opening session
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,conclusions,Channel Office,Tender Evaluation Committee,legal adviser for contract extension
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,conclusions,UNMIK,Kosovo,organization involved in public procurement regulations
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,recommendations,unmik,legal advice,recommends obtaining
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,recommendations,unmik,public procurement regulation,ensures compliance with
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,recommendations,dpko,doti,takes appropriate action regarding
Irregularities in the procurement for the extension of the Cargo Apron at Pristina Airport,0282/04,recommendations,doti,monuc,serves in relation to
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,introduction,vendor 1,vendor 2,"vendor 1 is the winner of the tender for supplying FIDS cable, while vendor 2 is also involved in the tender process."
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,investigation_details,vendor 2,airport,involved in procurement for
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,investigation_details,vendor 2,peap,discussed FIDS supply with
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,applicable_laws_and_procedural_rules,international procurement rule,procurement regulation,is a type of
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,applicable_laws_and_procedural_rules,financial agreement,1999/2,is associated with
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,methodology,vendor 2,peap,ask for recommendation justification note for fids purchase
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,methodology,vendor 2,vendor 3,sub contractor for work expansion at terminal building
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,methodology,fids,vendor 2,purchase for airport project
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,background_information,17 October 2002,vendor 2,start date for procurement process
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,background_information,vendor 1,13 December 2002,contract signing date
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,background_information,vendor 1,march 2004,delivery date for fids cable
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,background_information,vendor 2,15.919 euro,won tender amount
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,conclusions,vendor 2,procurement unit,involves
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,conclusions,fids,cable,supplies
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,conclusions,employee,airport,works at
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,conclusions,kta,procurement unit,collaborates with
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,conclusions,vendor 2,company,competes with
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,recommendations,unmik,airport,recommends actions for airport management
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,recommendations,airport,company,requires support from
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,recommendations,company,consultancy agency,provides support for procurement preparation
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,recommendations,tender,consultancy agency,is concerned with
Pristina Airport - Alleged administrative irregularity regarding an FIDS Tender,0278/04,others,peap,airport,responsible for operations in the sensitive area like
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,introduction,kosovo,trust agency,location of
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,introduction,trust agency,kta,is a type of
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,introduction,trust agency,unmik,collaborates with
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,introduction,trust agency,eu,receives support from
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,introduction,trust agency,pillar iv,operates under
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,introduction,pristina,airport,contains
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,introduction,vendor,capital expenditure,involves
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,investigation_details,KTA,Vendor,approves capital expenditure
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,investigation_details,Divisional Manager,Vendor,sends notification
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,investigation_details,KTA,Company,informs about capital expenditure approval
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,investigation_details,Divisional Manager,Airport,informs about capital expenditure approval
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,applicable_laws_and_procedural_rules,ITF,1999/2,related to
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,applicable_laws_and_procedural_rules,UNMIK,Kosovo,operates in
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,applicable_laws_and_procedural_rules,KTA,Kosovo,operates in
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,applicable_laws_and_procedural_rules,2003/2,Kosovo,related to
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,applicable_laws_and_procedural_rules,2003/17,Kosovo,related to
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,applicable_laws_and_procedural_rules,9 June 2004,1 October 2004,deadline for
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,applicable_laws_and_procedural_rules,KTA,KTA,internal audit by
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,methodology,itf,divisional manager,organization employs title
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,methodology,divisional manager,capital expenditure,title responsible for financial term
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,methodology,itf,kta,organization involved in contract
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,background_information,7 march 2003,pristina airport,launch international tender for supply of x ray equipment
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,background_information,4 april 2003,pristina airport,evaluation committee award contract
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,background_information,10 april 2003,kta,vendor sign document
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,background_information,29 2003,kta,kta official sign contract
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,background_information,19 june 2003,kta,sign by kta official 2
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,background_information,20 june 2003,kta,sign by kta official 2
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,conclusions,divisional manager,contract,signs
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,conclusions,capital expenditure approval,kta,issued by
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,conclusions,supplier,agreement,involved in
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,conclusions,contract,itf,related to
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,conclusions,pristina airport,kta,associated with
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,recommendations,unmik,kta,recommendation for administrative action
Pristina Airport – Alleged administrative irregularity regarding an X-RAY Tender,287/04,recommendations,airport,kta,responsible for procurement activity
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,introduction,itf,airline,advises
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,introduction,pristina airport,airline,charges
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,investigation_details,Pristina Airport,CIVPOL,CIVPOL officers consult with immigration representatives at Pristina Airport.
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,investigation_details,Pristina Airport,UNMIK,UNMIK officers consult with immigration representatives at Pristina Airport.
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,investigation_details,U.K.,Pristina Airport,U.K. immigration staff remain airside at Pristina Airport.
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,investigation_details,ITF,Pristina Airport,ITF investigators review paperwork related to flights at Pristina Airport.
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,investigation_details,Kosovar,Pristina Airport,Kosovar passengers go through immigration procedures at Pristina Airport.
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,methodology,ITF,Pristina Airport,investigates operations at
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,methodology,airline,Pristina Airport,pays fees to
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,methodology,aircraft,MTOW,has maximum takeoff weight of
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,background_information,Pristina Airport,Kosovar,location of nationality
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,background_information,Pristina Airport,European,location in region
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,background_information,Securicor,Pristina Airport,provides security at
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,background_information,U.K. Immigration Department,Securicor,works with
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,background_information,UNMIK,CivPol,collaborates with
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,conclusions,Pristina Airport,airline,charges fees for services provided to the airline
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,conclusions,airline,passenger handling services department,utilizes services for managing passenger operations
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,conclusions,ITF,Pristina Airport,provides oversight and compliance advice to the airport
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,conclusions,cash transaction,passenger handling services department,involves financial operations related to passenger services
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,conclusions,airport services,airline,includes various services that the airline may utilize
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,recommendations,Pristina,airport,is the location of
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,recommendations,airport,general services,provides
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,recommendations,management group,report,is responsible for
REPORT ON ALLEGATIONS OF EVASION OF PRISTINA AIRPORT CHARGES,ITF CASE NO. 0262/04,recommendations,office coordination oversight,publicly owned enterprises,oversees
Allegation of Possible Bribery at Pristina Airport,0218/04,introduction,29 april 2004,unmik,date of event related to organization
Allegation of Possible Bribery at Pristina Airport,0218/04,introduction,october 2002,unmik,date of event related to organization
Allegation of Possible Bribery at Pristina Airport,0218/04,introduction,€ 5200,unmik,amount of money involved in transaction with organization
Allegation of Possible Bribery at Pristina Airport,0218/04,introduction,pristina,unmik,location of organization
Allegation of Possible Bribery at Pristina Airport,0218/04,introduction,4 october 2002,kta,date of event related to organization
Allegation of Possible Bribery at Pristina Airport,0218/04,introduction,pristina international airport,kta,location of organization
Allegation of Possible Bribery at Pristina Airport,0218/04,investigation_details,PEAP,Company 1,involved in contract for construction of new car park at Pristina Airport
Allegation of Possible Bribery at Pristina Airport,0218/04,investigation_details,Company 1,KTA,signed contract for new car park
Allegation of Possible Bribery at Pristina Airport,0218/04,investigation_details,UNMIK,Iraq,UNMIK police officer served in Iraq
Allegation of Possible Bribery at Pristina Airport,0218/04,investigation_details,ITF,PEAP,investigating allegations involving PEAP
Allegation of Possible Bribery at Pristina Airport,0218/04,investigation_details,ITF,Company 1,interviewing Company 1 representative as part of investigation
Allegation of Possible Bribery at Pristina Airport,0218/04,applicable_laws_and_procedural_rules,Kosovo,article 344,cited in
Allegation of Possible Bribery at Pristina Airport,0218/04,applicable_laws_and_procedural_rules,article 344,provisional criminal code,part of
Allegation of Possible Bribery at Pristina Airport,0218/04,methodology,investigation,executive decision 2003/16,conducted pursuant to
Allegation of Possible Bribery at Pristina Airport,0218/04,methodology,investigation task force,itf,established by
Allegation of Possible Bribery at Pristina Airport,0218/04,methodology,kta procurement specialist,office peap,attended meeting with
